"site","statistic","season","p_value","slope","conf_low","conf_high","conf_level","intercept","r_squared","sigma","trend_method","n","note","s","var_s","tau","z","alternative","trend_likelihood","period_start","period_end","lat","lon"
"Christchurch (Canterbury)","Minimum","Winter",0.027795900170853892,0.013423831070889899,0.003686760104605764,0.023160902037174032,0.9,-0.2960130718954248,0.09497618620912046,0.6222748051369957,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","Average","Autumn",0.01946731128841701,0.019831070889894414,0.006329416134044332,0.03333272564574449,0.9,-0.5375686274509806,0.10643904161832256,0.8628610812548979,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Average","Spring",0.04274594083820792,0.01666666666666666,0.003488860606175233,0.029844472727158088,0.9,-0.3545751633986928,0.08115443059557308,0.8421646228952971,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Average","Winter",8.584161729855615e-5,0.02517948717948718,0.01550850845416116,0.034850465904813194,0.9,-0.7204836601307185,0.27235296302116446,0.6180509952761363,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Maximum","Autumn",0.002269438903206037,0.02898642533936652,0.014185179639113059,0.04378767103961998,0.9,-0.8008366013071878,0.1747564977086913,0.9459150822462283,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Maximum","Spring",0.005659105543526139,0.02299547511312215,0.009926892486500822,0.03606405773974347,0.9,-0.553307189542482,0.14599748690250583,0.8351843932899821,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Maximum","Winter",5.543125361274175e-6,0.035469079939668184,0.024022720124178526,0.04691543975515784,0.9,-1.0173594771241836,0.34648219214107234,0.7315116987824488,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Minimum","Autumn",0.242673428215089,0.010027149321266964,-0.003919373456193677,0.023973672098727604,0.9,-0.2533856209150325,0.027749781434521212,0.8912916187766999,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Minimum","Spring",0.2647513575639802,0.009939668174962281,-0.004552499884288783,0.024431836234213345,0.9,-0.14614379084967274,0.025316240473495195,0.9261626095064341,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","Minimum","Winter",0.015369342049511979,0.014612368024132726,0.0050421440860237456,0.024182591962241706,0.9,-0.4190065359477118,0.11404287141814734,0.6116119782658671,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-40.21,176.109
"Dunedin (Otago)","Average","Autumn",0.3070154182465908,0.006416289592760185,-0.0038076737826714512,0.01664025296819182,0.9,-0.06701960784313761,0.021283578663021066,0.6533910289042923,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-45.90129,170.5147
"Dunedin (Otago)","Average","Spring",0.5656001492911031,0.0031945701357466,-0.005889137351552776,0.012278277623045977,0.9,0.034718954248365366,0.006782679430563762,0.5805197811696573,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-45.90129,170.5147
"Dunedin (Otago)","Average","Winter",0.007261558546440537,0.01377677224736048,0.005688130537548377,0.021865413957172584,0.9,-0.3066928104575159,0.13806311289706194,0.5169273143047796,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-45.90129,170.5147
"Dunedin (Otago)","Maximum","Autumn",0.26673064562649557,0.008355957767722483,-0.003878337776001937,0.020590253311446906,0.9,-0.09137254901960876,0.025110105632028343,0.7818669394339273,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-45.90129,170.5147
"Dunedin (Otago)","Maximum","Spring",0.5744559182619535,0.0038521870286576075,-0.007356722722277173,0.015061096779592388,0.9,0.020496732026143244,0.0064792295785919855,0.7163367870289769,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-45.90129,170.5147
"Dunedin (Otago)","Maximum","Winter",0.003640575050094568,0.016552036199095038,0.00763865613007614,0.02546541626811394,0.9,-0.40852287581699365,0.15994917377500695,0.5696345302161644,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-45.90129,170.5147
"Dunedin (Otago)","Minimum","Autumn",0.421075250921773,0.004898944193061835,-0.00503242366227257,0.01483031204839624,0.9,-0.05783006535947748,0.013257122865502855,0.6346918922868312,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-45.90129,170.5147
"Dunedin (Otago)","Minimum","Spring",0.7027279881688078,0.0022805429864253333,-0.007491149504830237,0.012052235477680905,0.9,0.06279738562091552,0.002998411440426903,0.6244873907060796,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-45.90129,170.5147
"Dunedin (Otago)","Minimum","Winter",0.05137420471800516,0.010717948717948723,0.0018907953205134116,0.019545102115384034,0.9,-0.19141176470588223,0.07527536388015878,0.5641239731458625,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-45.90129,170.5147
"Gisborne (Gisborne)","Average","Autumn",3.569605702246364e-4,0.024208144796380088,0.013830363870379685,0.03458592572238049,0.9,-0.8139869281045744,0.23103551096140446,0.6632211704980283,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-38.6586,177.9851
"Gisborne (Gisborne)","Average","Spring",0.0066118882038495325,0.018856711915535437,0.007922348703605022,0.02979107512746585,0.9,-0.5541307189542483,0.141049488786611,0.6987911211247696,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-38.6586,177.9851
"Gisborne (Gisborne)","Average","Winter",1.3557231073708318e-10,0.03458823529411765,0.02756234596624721,0.04161412462198809,0.9,-1.1432156862745095,0.5723158589726662,0.44900914531211766,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-38.6586,177.9851
"Gisborne (Gisborne)","Maximum","Autumn",0.04671723881307446,0.016208144796380105,0.003142134529725872,0.029274155063034338,0.9,-0.47624836601307124,0.078311115278506635,0.8350199994180663,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-38.6586,177.9851
"Gisborne (Gisborne)","Maximum","Spring",0.18646886014969222,0.010648567119155346,-0.0024238582813575164,0.023720992519668208,0.9,-0.26620915032679543,0.03534283859076018,0.8354299765236691,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-38.6586,177.9851
"Gisborne (Gisborne)","Maximum","Winter",2.701513397015895e-10,0.031662141779788835,0.025071183369445787,0.03825310019013189,0.9,-1.0497516339869275,0.5602873570623071,0.4212136662723161,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-38.6586,177.9851
"Gisborne (Gisborne)","Minimum","Autumn",9.600499350928425e-6,0.03187028657616893,0.021251996085442752,0.04248857706689511,0.9,-1.1389542483660127,0.33218362999688816,0.678591608183195,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-38.6586,177.9851
"Gisborne (Gisborne)","Minimum","Spring",1.0792254582031957e-4,0.028196078431372555,0.017185742288393223,0.03920641457435189,0.9,-0.8808104575163399,0.2658422863924052,0.7036463841733649,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-38.6586,177.9851
"Gisborne (Gisborne)","Minimum","Winter",6.687035366222872e-9,0.03875716440422323,0.029647120587670606,0.04786720822077585,0.9,-1.2855947712418292,0.4998396781086706,0.582202878089751,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-38.6586,177.9851
"Gore (Southland)","Average","Autumn",0.001864365745571285,0.02048868778280543,0.01024309440353366,0.0307342811620772,0.9,-0.5978692810457508,0.18086958521894625,0.6547733549108848,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-46.115,168.887
"Gore (Southland)","Average","Spring",0.00665507749837509,0.016371040723981902,0.006869902918156317,0.025872178529807485,0.9,-0.41571241830065286,0.14084217598699292,0.6071968353904399,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-46.115,168.887
"Gore (Southland)","Average","Winter",2.6700993785095516e-8,0.03526696832579186,0.02649066561302673,0.04404327103855699,0.9,-1.1089019607843136,0.4713478341585936,0.5608742176491852,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-46.115,168.887
"Gore (Southland)","Maximum","Autumn",4.970907735194381e-4,0.026437405731523377,0.014779948806496886,0.03809486265654987,0.9,-0.7592026143790855,0.22117195183311475,0.7450024510997387,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-46.115,168.887
"Gore (Southland)","Maximum","Spring",0.012917639943509371,0.017354449472096526,0.006291794010246101,0.028417104933946953,0.9,-0.39252287581699286,0.11962672006058735,0.7069899968540307,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-46.115,168.887
"Gore (Southland)","Maximum","Winter",1.408371784029707e-8,0.04060633484162895,0.03076811914149398,0.050444550541763916,0.9,-1.2635424836601301,0.4847002640282684,0.6287387427795987,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-46.115,168.887
"Gore (Southland)","Minimum","Autumn",0.020404142435261455,0.014751131221719452,0.004627370888648648,0.02487489155479026,0.9,-0.4433333333333327,0.10492625968467838,0.6469872726951481,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-46.115,168.887
"Gore (Southland)","Minimum","Spring",0.007948459297645653,0.01546907993966817,0.006275135841805989,0.024663024037530352,0.9,-0.445464052287581,0.13517918331292797,0.5875647606706241,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-46.115,168.887
"Gore (Southland)","Minimum","Winter",1.1797642286303066e-6,0.029879336349924582,0.021010664383876648,0.03874800831597251,0.9,-0.9535947712418298,0.3852712869311979,0.566777333615602,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-46.115,168.887
"Hamilton (Waikato)","Average","Autumn",0.023267075101252872,0.016078431372549027,0.004787990246586849,0.027368872498511207,0.9,-0.4661437908496728,0.10069980984096079,0.721547278015784,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-37.86088,175.33175
"Hamilton (Waikato)","Average","Spring",0.17960594249328476,0.008319758672699852,-0.0017320230147348705,0.018371540360134574,0.9,-0.12487581699346452,0.03644761598707934,0.642387275648571,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-37.86088,175.33175
"Hamilton (Waikato)","Average","Winter",0.004258027966777468,0.016138763197586718,0.007284569012710794,0.02499295738246264,0.9,-0.4560784313725478,0.15500779845330664,0.5658520904404394,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-37.86088,175.33175
"Hamilton (Waikato)","Maximum","Autumn",0.00494850657362244,0.021834087481146316,0.009633055905852391,0.034035119056440244,0.9,-0.5814117647058821,0.15025356195818237,0.7797411123197114,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-37.86088,175.33175
"Hamilton (Waikato)","Maximum","Spring",0.12156380972184745,0.009861236802413261,-4.337406766666257e-4,0.020156214281493147,0.9,-0.16070588235294014,0.048217862837764004,0.6579293841923156,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-37.86088,175.33175
"Hamilton (Waikato)","Maximum","Winter",8.304091982565697e-5,0.019167420814479634,0.011822975275453283,0.026511866353505983,0.9,-0.5395294117647063,0.2732923575131287,0.4693673726382428,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-37.86088,175.33175
"Hamilton (Waikato)","Minimum","Autumn",0.2394244693047932,0.009616892911010552,-0.003665660250758207,0.02289944607277931,0.9,-0.3278823529411768,0.02813020850007464,0.8488587799227765,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-37.86088,175.33175
"Hamilton (Waikato)","Minimum","Spring",0.40659030762841264,0.006009049773755646,-0.005798127553826756,0.01781622710133805,0.9,-0.05675816993464077,0.014099731725661282,0.7545707529687624,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-37.86088,175.33175
"Hamilton (Waikato)","Minimum","Winter",0.12652036902675692,0.011782805429864257,-6.855146391151722e-4,0.024251125498843687,0.9,-0.3279215686274511,0.04699329708684838,0.7968229324994593,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-37.86088,175.33175
"Hokitika (West Coast)","Average","Autumn",0.01235136887009397,0.017092006033182495,0.006270450573437631,0.02791356149292736,0.9,-0.44288888888888833,0.12106580410655467,0.6915818256135964,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-42.71228,170.98428
"Hokitika (West Coast)","Average","Spring",0.2181705597774721,0.007390648567119151,-0.0023546493762649163,0.01713594651050322,0.9,-0.10692810457516225,0.03077911016707971,0.622800573162047,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-42.71228,170.98428
"Hokitika (West Coast)","Average","Winter",5.303632373455684e-5,0.02320663650075415,0.014588262559752915,0.03182501044175538,0.9,-0.6268366013071885,0.28588920821327823,0.5507813369445878,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-42.71228,170.98428
"Hokitika (West Coast)","Maximum","Autumn",0.02102065266450305,0.016461538461538455,0.005105906378986919,0.02781717054408999,0.9,-0.40741176470588236,0.10396810288003006,0.7257134887734958,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-42.71228,170.98428
"Hokitika (West Coast)","Maximum","Spring",0.6339064122030166,0.003324283559577678,-0.008085585075573207,0.014734152194728563,0.9,0.05801307189542487,0.0046651164988385325,0.729179627648002,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-42.71228,170.98428
"Hokitika (West Coast)","Maximum","Winter",0.005134091892490617,0.015634992458521867,0.006857914263870632,0.0244120706531731,0.9,-0.3786666666666672,0.1490867761776288,0.5609237769921573,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-42.71228,170.98428
"Hokitika (West Coast)","Minimum","Autumn",0.012474485200648214,0.017806938159879323,0.006515836397392014,0.029098039922366634,0.9,-0.479843137254902,0.12074744023282648,0.7215894978441457,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-42.71228,170.98428
"Hokitika (West Coast)","Minimum","Spring",0.0777105510896913,0.01101659125188537,9.6030866702463e-4,0.02107287383674611,0.9,-0.25466666666666626,0.062146003060446584,0.6426749181109105,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-42.71228,170.98428
"Hokitika (West Coast)","Minimum","Winter",2.533902740448148e-6,0.03066666666666667,0.02119023512329023,0.04014309821004311,0.9,-0.8725620915032677,0.36637948595051234,0.6056179124572045,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-42.71228,170.98428
"Invercargill (Southland)","Average","Autumn",0.0017802250897424286,0.019607843137254898,0.009849841843209427,0.02936584443130037,0.9,-0.5527450980392155,0.18230125890705234,0.6236124163831537,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-46.41741,168.33052
"Invercargill (Southland)","Average","Spring",0.015879173545770033,0.012941176470588229,0.004421177729848945,0.02146117521132751,0.9,-0.30189542483660164,0.11299355363941331,0.5444943941067172,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-46.41741,168.33052
"Invercargill (Southland)","Average","Winter",4.127144685651583e-5,0.024202111613876316,0.015364972942483388,0.033039250285269245,0.9,-0.7091895424836601,0.29285378132144363,0.5647621100586703,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-46.41741,168.33052
"Invercargill (Southland)","Maximum","Autumn",0.004406496318818834,0.018874811463046766,0.008476515844564346,0.029273107081529186,0.9,-0.5270196078431364,0.15392471760517826,0.664532219406976,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-46.41741,168.33052
"Invercargill (Southland)","Maximum","Spring",0.0598608792330461,0.011734539969834088,0.0017151999580692374,0.021753879981598938,0.9,-0.23169934640522907,0.0704053944233143,0.6403139994574362,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-46.41741,168.33052
"Invercargill (Southland)","Maximum","Winter",9.148298128055972e-4,0.01966214177978884,0.01050055381132115,0.028823729748256526,0.9,-0.5411503267973848,0.2027545532408792,0.5854969515539337,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-46.41741,168.33052
"Invercargill (Southland)","Minimum","Autumn",0.0036525921483197424,0.020500754147812973,0.009456698182240856,0.03154481011338509,0.9,-0.581516339869281,0.15984539313274437,0.7058013439252079,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-46.41741,168.33052
"Invercargill (Southland)","Minimum","Spring",0.010245396386325838,0.014102564102564106,0.005416668945050674,0.02278845926007754,0.9,-0.3666013071895427,0.12706024923366818,0.5550964694924791,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-46.41741,168.33052
"Invercargill (Southland)","Minimum","Winter",6.440475858048832e-5,0.027999999999999997,0.01746137911362903,0.038538620886370965,0.9,-0.8538823529411762,0.28045579255175834,0.6735000988682128,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-46.41741,168.33052
"Kerikeri (Northland)","Average","Autumn",0.02598066381678285,0.014479638009049773,0.004107338591005033,0.02485193742709451,0.9,-0.4130718954248366,0.09714930324328562,0.6628708593719435,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-35.183,173.926
"Kerikeri (Northland)","Average","Spring",0.002047681999203171,0.017321266968325786,0.008573475059893193,0.02606905887675838,0.9,-0.48891503267973835,0.17795710679186824,0.5590521548058761,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-09-01","2022-11-30",-35.183,173.926
"Kerikeri (Northland)","Average","Winter",2.00768973006218e-6,0.026036199095022628,0.018090350151034187,0.03398204803901107,0.9,-0.790797385620914,0.37218812811669566,0.5078017424736234,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-06-01","2022-08-31",-35.183,173.926
"Kerikeri (Northland)","Maximum","Autumn",0.0017641994226027051,0.019951734539969814,0.010031913106611041,0.029871555973328585,0.9,-0.6186797385620912,0.18258140792837568,0.6339539858353126,"Linear model",51,NA,NA,NA,NA,NA,NA,NA,"1972-03-01","2022-05-31",-35.183,173.926
